X	Yexp	Ymodel
0.3241518364669663	3.169959162844937	3.187492035813228
0.24837456825443116	2.4508048880128404	2.438356017881481
0.2133104931419141	2.1013252161727274	2.0917116716036945
0.18694441029050213	1.8375533690804235	1.8310559000025493
0.1578628035696044	1.5464199758727237	1.5435543897495496
0.14312911461876185	1.3990121002173417	1.3978967627271317
0.12566437030848193	1.2244808006075203	1.2252398523446728
0.11627085831615265	1.1307400608321927	1.132375351758683
0.10461447261895764	1.0145909475854373	1.0171400236629051
0.08975188700315509	0.8668584388417087	0.8702081209033099
0.07010227914610753	0.6724271104628566	0.6759515934356972
0.05765224254383113	0.5499742901724644	0.5528702121278527
0.042694910671779454	0.40395211171219914	0.4050016454478672
0.033983946226272994	0.31963993246662425	0.3188848274233788
