X	Yexp	Ymodel
3.169959162844937	40.11499337018924	40.11277474984951
2.4508048880128404	32.09443789664402	32.105143258413165
2.1013252161727274	27.666527267803684	27.66954569677443
1.8375533690804235	24.263558168552326	24.26237251200423
1.5464199758727237	20.469788917799107	20.465910051514523
1.3990121002173417	18.537888999838444	18.533429658585852
1.2244808006075203	16.243036174950973	16.23855076860712
1.1307400608321927	15.007602077804055	15.003391145678503
1.0145909475854373	13.474411884856615	13.470814443705502
0.8668584388417087	11.520859608565129	11.518472707773508
0.6724271104628566	8.944661830278921	8.944597153718552
0.5499742901724644	7.319558726806882	7.321389191911453
0.40395211171219914	5.379312339470493	5.383866708441317
0.31963993246662425	4.257946956195034	4.264326172777248
