X	Yexp	Ymodel
11.262890280558134	3.3493290316883733	3.3414596781437673
8.319661432885173	2.4612342507643534	2.4606876945520364
7.09221555728364	2.091731988171636	2.0933700327059945
6.184251337784822	1.8187736751012649	1.821658423440349
5.192556167741637	1.5211319514172241	1.5248900213747514
4.69329100215211	1.371543790402817	1.3754830968733767
4.103989869130583	1.1952772784934709	1.199132580237676
3.78815206175585	1.100971971692916	1.1046169626992544
3.397366284562472	0.9844867661775011	0.9876728914252246
2.9010751808440687	0.8369486752718645	0.8391559658023351
2.2489732559357765	0.6440140545766057	0.6440120827979368
1.838794191085814	0.5234148249582837	0.5212644993535365
1.3500946057949836	0.3808491547600717	0.37501936335013697
1.0681063018423385	0.2993492126350851	0.2906333333550828
