X	Yexp	Ymodel
-1.7488874426928125	40.11499337018924	40.11277474984951
-0.45486424757281685	32.09443789664402	32.105143258413165
-0.27438157626825427	27.666527267803684	27.66954569677443
-0.18708210822255744	24.263558168552326	24.26237251200423
-0.120268112823892	20.469788917799107	20.465910051514523
-0.09487467527885016	18.537888999838444	18.533429658585852
-0.07042522808024067	16.243036174950973	16.23855076860712
-0.05941937675671078	15.007602077804055	15.003391145678503
-0.04755952059904369	13.474411884856615	13.470814443705502
-0.03496697787975535	11.520859608565129	11.518472707773508
-0.022011488538217397	8.944661830278921	8.944597153718552
-0.015649418040458142	7.319558726806882	7.321389191911453
-0.009615150320004404	5.379312339470493	5.383866708441317
-0.006813723453447941	4.257946956195034	4.264326172777248
