X	Yexp	Ymodel
40.11499337018924	31.231905027150653	31.201854834036343
32.09443789664402	24.450324943071656	24.53776234716561
27.666527267803684	21.040171733920882	21.095791243407994
24.263558168552326	18.44526874244658	18.474541850994594
20.469788917799107	15.565926440503432	15.56687735087258
18.537888999838444	14.10293151951753	14.0904262736996
16.243036174950973	12.366687150314137	12.339434445815845
15.007602077804055	11.432371296918177	11.39787593772309
13.474411884856615	10.272955898299298	10.23030874962278
11.520859608565129	8.795306444318152	8.74392935101596
8.944661830278921	6.8447908816834655	6.785734728464961
7.319558726806882	5.612202779891902	5.551460827228945
5.379312339470493	4.136698320590208	4.078716339806741
4.257946956195034	3.2809903063201205	3.2279492622378783
