X	Yexp	Ymodel
3.169959162844937	31.231905027150653	31.201854834036343
2.4508048880128404	24.450324943071656	24.53776234716561
2.1013252161727274	21.040171733920882	21.095791243407994
1.8375533690804235	18.44526874244658	18.474541850994594
1.5464199758727237	15.565926440503432	15.56687735087258
1.3990121002173417	14.10293151951753	14.0904262736996
1.2244808006075203	12.366687150314137	12.339434445815845
1.1307400608321927	11.432371296918177	11.39787593772309
1.0145909475854373	10.272955898299298	10.23030874962278
0.8668584388417087	8.795306444318152	8.74392935101596
0.6724271104628566	6.8447908816834655	6.785734728464961
0.5499742901724644	5.612202779891902	5.551460827228945
0.40395211171219914	4.136698320590208	4.078716339806741
0.31963993246662425	3.2809903063201205	3.2279492622378783
