X	Yexp	Ymodel
6.321534790755684	62.4	62.694717888578325
4.561218467304022	46.9	45.9202844342297
3.8780808744534103	39.6	38.77373479014388
3.3859730700363064	33.8	33.366158876471
2.8921985989525356	27.5	27.83201263794884
2.6443368536067293	24.4	25.031662635859792
2.3457333474270547	20.9	21.645856056185895
2.196606460647378	19.1	19.952876474875243
1.997444551001749	16.9	17.688547528528716
1.7485773154598634	14.2	14.857401122816173
1.1996187306010493	8.7	8.603649306309698
0.9499153045829736	6.3	5.756839683040571
0.7499394844034336	4.9	3.47625856501213
