X	Yexp	Ymodel
0.31625846846541195	6.321534790755684	6.589951384961797
0.2053269515260018	4.561218467304022	4.493980068028882
0.16566826227345502	3.8780808744534103	3.744657626275065
0.13998674533404487	3.3859730700363064	3.25942381387051
0.11351755043502802	2.8921985989525356	2.759307392304326
0.10111054329953947	2.6443368536067293	2.5248859059455886
0.08653350526326772	2.3457333474270547	2.249463244714394
0.07907926105113033	2.196606460647378	2.108620655618756
0.07212481601072092	1.997444551001749	1.97722141280622
0.058853092879353884	1.7485773154598634	1.7264617389363146
0.03673681892975651	1.1996187306010493	1.3085906314754343
0.026642120831556947	0.9499153045829736	1.1178585631626936
0.020973572303364517	0.7499394844034336	1.0107554111322117
