X	Yexp	Ymodel
6.321534790755684	49.8	50.723111856963044
4.561218467304022	38.275	38.01838592565739
3.8780808744534103	32.5	32.11566042922756
3.3859730700363064	27.833333333333332	27.453872839602212
2.8921985989525356	22.633333333333333	22.412773187606554
2.6443368536067293	20.129411764705882	19.929522716678616
2.3457333474270547	17.35	17.115465939467494
2.196606460647378	15.736363636363636	15.670695445973896
1.997444551001749	13.96	13.895509955710928
1.7485773154598634	11.733333333333334	11.714414165483088
1.1996187306010493	7.18	7.2481827610420915
0.9499153045829736	5.214285714285714	5.293657538925978
0.7499394844034336	4.155555555555555	4.123444208505496
