X	Yexp	Ymodel
0.22414111024037559	55.71428571428571	57.439816278910214
0.14914111024037557	39.411764705882355	38.472368308944894
0.1241411102403756	33.27731092436975	32.1498856522898
0.10747444357370892	28.88888888888889	27.934897214519722
0.09080777690704225	24.33628318584071	23.71990877674965
0.08296463965214029	22.18181818181818	21.736384806034327
0.07414111024037559	19.71698113207547	19.504920338979584
0.06959565569492104	18.365384615384617	18.355378037769565
0.06414111024037558	16.9	16.975927276317538
0.057474443573708914	15.106382978723405	15.289931901209512
0.044141110240375585	11.298701298701298	11.917941150993457
0.03842682452608987	9.692307692307692	10.472802258043718
0.035252221351486694	8.75	9.669947317516085
